SIC Code,SIC Description ,NAICS Code ,NAICS Description ,Industry,Sector,Sub-sector
3599,"Industrial Machinery, Nec",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3599,"Industrial Machinery, Nec",333318,Other Commercial and Service Industry Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing
3599,"Industrial Machinery, Nec",333999,All Other Miscellaneous General Purpose Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3599,"Industrial Machinery, Nec",334519,Other Measuring and Controlling Device Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
3599,"Industrial Machinery, Nec",336390,Other Motor Vehicle Parts Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
3612,"Power, Distribution and Specialty Transformers",335311,"Power, Distribution, and Specialty Transformer Manufacturing ",Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Electrical Equipment Manufacturing
3613,Switchgear and Switchboard Apparatus,335313,Switchgear and Switchboard Apparatus Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Electrical Equipment Manufacturing
3621,Motors and Generators,335312,Motor and Generator Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Electrical Equipment Manufacturing
3624,Carbon and Graphite Products,335991,Carbon and Graphite Product Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Other Electrical Equipment and Component Manufacturing
3625,Relays and Industrial Controls,335314,Relay and Industrial Control Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Electrical Equipment Manufacturing
3629,Electrical Industrial Apparatus,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Other Electrical Equipment and Component Manufacturing
3631,Household Cooking Equipment,335220,Major Household Appliance Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Household Appliance Manufacturing
3632,Household Refrigerators and Freezers,335220,Major Household Appliance Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Household Appliance Manufacturing
3633,Household Laundry Equipment,335220,Major Household Appliance Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Household Appliance Manufacturing
3634,Electric Housewares and Fans,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,Manufacturing,Machinery Manufacturing,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
3634,Electric Housewares and Fans,335210,Small Electrical Appliance Manufacturing,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Household Appliance Manufacturing
3634,Electric Housewares and Fans,339999,All Other Miscellaneous Manufacturing ,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing
3635,Household Vacuum Cleaners,335210,Small Electrical Appliance Manufacturing,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Household Appliance Manufacturing
3639,"Household Appliances, Nec",333249,Other Industrial Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrial Machinery Manufacturing
3639,"Household Appliances, Nec",335210,Small Electrical Appliance Manufacturing,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Household Appliance Manufacturing
3639,"Household Appliances, Nec",335220,Major Household Appliance Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Household Appliance Manufacturing
3641,Electric Lamps,335110,Electric Lamp Bulb and Part Manufacturing,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Electric Lighting Equipment Manufacturing
3643,Current-carrying Wiring Devices,335931,Current-Carrying Wiring Device Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Other Electrical Equipment and Component Manufacturing
3644,Noncurrent-carrying Wiring Devices,332216,Saw Blade and Handtool Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing
3644,Noncurrent-carrying Wiring Devices,335932,Noncurrent-Carrying Wiring Device Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Other Electrical Equipment and Component Manufacturing
3645,Residential Lighting Fixtures,335121,Residential Electric Lighting Fixture Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Electric Lighting Equipment Manufacturing
3646,Commercial Lighting Fixtures,335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing ",Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Electric Lighting Equipment Manufacturing
3647,Vehicular Lighting Equipment,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
3648,"Lighting Equipment, Nec",335129,Other Lighting Equipment Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Electric Lighting Equipment Manufacturing
3651,Household Audio and Video Equipment,334310,Audio and Video Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Audio and Video Equipment Manufacturing
3652,Prerecorded Records and Tapes,334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing ",Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing and Reproducing Magnetic and Optical Media
3652,Prerecorded Records and Tapes,512250,Record Production and Distribution,Information,Motion Picture and Sound Recording Industries,Sound Recording Industries
3661,Telephone and Telegraph Apparatus,334210,Telephone Apparatus Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Communications Equipment Manufacturing
3661,Telephone and Telegraph Apparatus,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing
3663,Radio and T.v. Communications Equipment,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Communications Equipment Manufacturing
3663,Radio and T.v. Communications Equipment,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,Manufacturing,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
3669,"Communications Equipment, Nec",334290,Other Communications Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Communications Equipment Manufacturing
3671,Electron Tubes,334419,Other Electronic Component Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing
3672,Printed Circuit Boards,334412,Bare Printed Circuit Board Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing
3674,Semiconductors and Related Devices,334413,Semiconductor and Related Device Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing
3675,Electronic Capacitors,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",Manufacturing,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing
3676,Electronic Resistors,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",Manufacturing,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing
3677,Electronic Coils and Transformers,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing ",Manufacturing,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing
3678,Electronic Connectors,334417,Electronic Connector Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing
3679,"Electronic Components, Nec",334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Communications Equipment Manufacturing
3679,"Electronic Components, Nec",334310,Audio and Video Equipment Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Audio and Video Equipment Manufacturing
3679,"Electronic Components, Nec",334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing
3679,"Electronic Components, Nec",334419,Other Electronic Component Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing
3679,"Electronic Components, Nec",334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals ,Manufacturing,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
3691,Storage Batteries,335911,Storage Battery Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Other Electrical Equipment and Component Manufacturing
3692,"Primary Batteries, Dry and Wet",335912,Primary Battery Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Other Electrical Equipment and Component Manufacturing
3694,Engine Electrical Equipment,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
3695,Magnetic and Optical Recording Media,334613,Blank Magnetic and Optical Recording Media Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing and Reproducing Magnetic and Optical Media
3699,"Electrical Equipment and Supplies, Nec",333318,Other Commercial and Service Industry Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing
3699,"Electrical Equipment and Supplies, Nec",333618,Other Engine Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
3699,"Electrical Equipment and Supplies, Nec",333992,Welding and Soldering Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3699,"Electrical Equipment and Supplies, Nec",335129,Other Lighting Equipment Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Electric Lighting Equipment Manufacturing
3699,"Electrical Equipment and Supplies, Nec",335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Other Electrical Equipment and Component Manufacturing
3711,Motor Vehicles and Car Bodies,336111,Automobile Manufacturing ,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Manufacturing
3711,Motor Vehicles and Car Bodies,336112,Light Truck and Utility Vehicle Manufacturing ,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Manufacturing
3711,Motor Vehicles and Car Bodies,336120,Heavy Duty Truck Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Manufacturing
3711,Motor Vehicles and Car Bodies,336211,Motor Vehicle Body Manufacturing ,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Body and Trailer Manufacturing
3711,Motor Vehicles and Car Bodies,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing ",Manufacturing,Transportation Equipment Manufacturing,Other Transportation Equipment Manufacturing
3713,Truck and Bus Bodies,336211,Motor Vehicle Body Manufacturing ,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Body and Trailer Manufacturing
3714,Motor Vehicle Parts and Accessories,336211,Motor Vehicle Body Manufacturing ,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Body and Trailer Manufacturing
3714,Motor Vehicle Parts and Accessories,336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
3714,Motor Vehicle Parts and Accessories,336320,Motor Vehicle Electrical and Electronic Equipment Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
3714,Motor Vehicle Parts and Accessories,336330,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
3714,Motor Vehicle Parts and Accessories,336340,Motor Vehicle Brake System Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
3714,Motor Vehicle Parts and Accessories,336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
